geography,indicator_id,note,publisher,source_id,tier,unit,value,workstream,year
US,ice_funded_detention_beds,"Funded level, not usable capacity.",US Senate Appropriations / ICE,det_sen_fy20,A,detention beds funded in appropriations,34000,W4,2021
US,ice_funded_detention_beds,"Funded level, not usable capacity.",US Senate Appropriations / ICE,det_sen_fy20,A,detention beds funded in appropriations,34000,W4,2023
US,ice_funded_detention_beds,"Funded level, not usable capacity.",US Senate Appropriations / ICE,det_sen_fy26,A,detention beds funded in appropriations,41500,W4,2024
US,ice_funded_detention_beds,"Funded level, not usable capacity.",US Senate Appropriations / ICE,det_sen_fy26,A,detention beds funded in appropriations,41500,W4,2026
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",728.8,W2,2000
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",741.8,W2,2001
US,fbi_ucr_srs_burglary_p100k,"Series peak in this run; 2,151,252 offences.",FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",747.0,W2,2002
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",741.0,W2,2003
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",730.3,W2,2004
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",726.9,W2,2005
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",733.1,W2,2006
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",726.1,W2,2007
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",733.0,W2,2008
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",717.7,W2,2009
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",701.0,W2,2010
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",701.3,W2,2011
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",672.2,W2,2012
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",610.5,W2,2013
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",537.2,W2,2014
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",494.7,W2,2015
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",468.9,W2,2016
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",429.7,W2,2017
US,fbi_ucr_srs_burglary_p100k,,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",378.0,W2,2018
US,fbi_ucr_srs_burglary_p100k,Summary Reporting System basis. 2019 is the final year; the SRS was retired.,FBI UCR (Summary Reporting System),bg_fbi_srs2019,A,"burglaries per 100,000 inhabitants",340.5,W2,2019
US,fbi_cde_burglary_p100k_est,NIBRS-based national estimate — a DIFFERENT basis from the pre-2020 SRS run. 2024 NIBRS covered 75.5% of agencies and 87.2% of the population.,FBI Crime Data Explorer,bg_fbi_cde24,A,"burglaries per 100,000 inhabitants (estimated)",309.2,W2,2020
US,fbi_cde_burglary_p100k_est,,FBI Crime Data Explorer,bg_fbi_cde24,A,"burglaries per 100,000 inhabitants (estimated)",264.2,W2,2021
US,fbi_cde_burglary_p100k_est,,FBI Crime Data Explorer,bg_fbi_cde24,A,"burglaries per 100,000 inhabitants (estimated)",273.1,W2,2022
US,fbi_cde_burglary_p100k_est,,FBI Crime Data Explorer,bg_fbi_cde24,A,"burglaries per 100,000 inhabitants (estimated)",253.3,W2,2023
US,fbi_cde_burglary_p100k_est,−8.6% against 2023.,FBI Crime Data Explorer,bg_fbi_cde24,A,"burglaries per 100,000 inhabitants (estimated)",229.2,W2,2024
US,ncvs_household_burglary_rate,Pre-2017 'household burglary' definition — not comparable with the post-2017 category.,"BJS, National Crime Victimization Survey",bg_bjs_cv99,A,"victimizations per 1,000 households",34.1,W2,1999
US,ncvs_household_burglary_rate,Pre-2017 'household burglary' definition — not comparable with the post-2017 category.,"BJS, National Crime Victimization Survey",bg_bjs_cv10,A,"victimizations per 1,000 households",23.8,W2,2010
US,ncvs_burglary_trespass_p1000hh,Post-2017 'burglary/trespassing' category; BJS notes it was 'called household burglary in prior reports'.,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,"victimizations per 1,000 households",13.6,W2,2020
US,ncvs_burglary_trespass_p1000hh,,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,"victimizations per 1,000 households",13.9,W2,2021
US,ncvs_burglary_trespass_p1000hh,,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,"victimizations per 1,000 households",14.6,W2,2022
US,ncvs_burglary_trespass_p1000hh,,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,"victimizations per 1,000 households",13.1,W2,2023
US,ncvs_burglary_trespass_p1000hh,,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,"victimizations per 1,000 households",12.0,W2,2024
US,ncvs_burglary_reported_to_police_pct,,"BJS, National Crime Victimization Survey",bg_bjs_cv10,A,percent of victimizations reported to police,58.8,W2,2010
US,ncvs_burglary_reported_to_police_pct,,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,percent of victimizations reported to police,42.7,W2,2023
US,ncvs_burglary_reported_to_police_pct,18.1 percentage points below 2010 — the single most important caveat on any police-recorded burglary trend.,"BJS, National Crime Victimization Survey",bg_bjs_cv24,A,percent of victimizations reported to police,40.7,W2,2024
US,fbi_burglary_clearance_rate,Roughly one burglary in seven ends in an arrest or exceptional clearance.,FBI,bg_fbi_quick24,A,percent of burglaries cleared,15.2,W2,2024
US,fbi_residential_burglary_count,Residential share of the national burglary estimate.,FBI,bg_fbi_cde24,A,estimated residential burglaries,405776,W2,2024
England & Wales,csew_domestic_burglary_incidents,CSEW series peak.,Office for National Statistics,bg_ons_burglary,A,estimated incidents (Crime Survey for England and Wales),2445000,W2,1993
England & Wales,csew_domestic_burglary_incidents,Record low at time of publication.,Office for National Statistics,bg_ons_burglary,A,estimated incidents (Crime Survey for England and Wales),650000,W2,2017
England & Wales,csew_domestic_burglary_incidents,−22% against the year ending December 2024; 87% below the 1993 peak.,Office for National Statistics,bg_ons_cew25,A,estimated incidents (Crime Survey for England and Wales),327000,W2,2025
Canada,statcan_breaking_entering_p100k,"109,753 incidents. Published as 41% below 2015 and 77% below 1998. All B&E — residential, business and other combined.",Statistics Canada,bg_statcan_2025,A,"breaking-and-entering incidents per 100,000 population",264,W2,2025
Canada,statcan_residential_robbery_p100k,"865 offences. StatCan's own stated PROXY for 'home invasion', which it says cannot be measured directly.",Statistics Canada,bg_statcan_be02,A,"robberies in private residences per 100,000 population",5,W2,2002
Australia,abs_cvs_breakin_pct_hh,"196,600 households; 76% of them experienced a single incident. Down from 2.7% in 2014-15.",Australian Bureau of Statistics,bg_abs_cvs,A,percent of households experiencing a break-in (financial year 2024-25),1.8,W2,2025
Australia (Victoria),vic_home_invasion_offences,A further 87 home-invasion offences were coded to 'A21 Serious assault' and are excluded from burglary counts — so Victoria's own count is split across two offence families.,Crime Statistics Agency Victoria,bg_csa_vic,A,home-invasion offences coded to burglary,105,W2,2018
Japan,npa_jp_intrusion_crime_count,"−3.1% year on year. The NPA's 'intrusion crime' is a COMPOSITE of intrusion robbery, intrusion theft and residential trespass — not equivalent to burglary.",National Police Agency (Japan),bg_npa_jp,A,recorded 侵入犯罪 (intrusion crime) cases,53568,W2,2024
European Union,eurostat_eu_res_burglary_count,"60.3% of all EU burglaries were of private residential premises. 38.1% below 2014, but 12.4% above the 2021 low of 642,244.",Eurostat,bg_eurostat_news,A,police-recorded offences,721876,W2,2024
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p00,A,"persons under state or federal jurisdiction, 31 December",1363701,W2,1999
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1391261,W2,2000
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1404032,W2,2001
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1440144,W2,2002
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1468601,W2,2003
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1497100,W2,2004
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1527929,W2,2005
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1569945,W2,2006
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1598245,W2,2007
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p09,A,"persons under state or federal jurisdiction, 31 December",1609759,W2,2008
US,bjs_prison_population,"SERIES PEAK. Revised upward from 1,613,740 in the original 2009 publication.",Bureau of Justice Statistics,inc_bjs_p19,A,"persons under state or federal jurisdiction, 31 December",1615487,W2,2009
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p19,A,"persons under state or federal jurisdiction, 31 December",1613803,W2,2010
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p19,A,"persons under state or federal jurisdiction, 31 December",1598968,W2,2011
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p19,A,"persons under state or federal jurisdiction, 31 December",1570397,W2,2012
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1576950,W2,2013
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1562319,W2,2014
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1526603,W2,2015
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1508129,W2,2016
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1489189,W2,2017
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1464385,W2,2018
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1430165,W2,2019
US,bjs_prison_population,"BJS attributes the fall to COVID: admissions dropped 40%, from 576,956 to 346,461, as courts delayed trials and sentencing. BJS states 2019 and 2020 remain directly comparable — the change is in the world, not the method.",Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1221164,W2,2020
US,bjs_prison_population,SERIES TROUGH — 25.4% below the 2009 peak.,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1205087,W2,2021
US,bjs_prison_population,,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1230143,W2,2022
US,bjs_prison_population,Most recent year published. 'Prisoners in 2024' is listed by BJS as forthcoming for Q3 2026 and does not exist as of 22 August 2026.,Bureau of Justice Statistics,inc_bjs_p23st,A,"persons under state or federal jurisdiction, 31 December",1254224,W2,2023
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",478,W2,2000
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",470,W2,2001
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",476,W2,2002
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",482,W2,2003
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",486,W2,2004
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",491,W2,2005
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",501,W2,2006
US,bjs_imprisonment_rate_p100k,RATE PEAK.,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",506,W2,2007
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",504,W2,2008
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p09,A,"sentenced prisoners per 100,000 US residents",502,W2,2009
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p19,A,"sentenced prisoners per 100,000 US residents",500,W2,2010
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p19,A,"sentenced prisoners per 100,000 US residents",492,W2,2011
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p19,A,"sentenced prisoners per 100,000 US residents",480,W2,2012
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",479,W2,2013
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",472,W2,2014
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",459,W2,2015
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",450,W2,2016
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",442,W2,2017
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",431,W2,2018
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",419,W2,2019
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",357,W2,2020
US,bjs_imprisonment_rate_p100k,RATE TROUGH.,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",350,W2,2021
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",355,W2,2022
US,bjs_imprisonment_rate_p100k,,Bureau of Justice Statistics,inc_bjs_p23st,A,"sentenced prisoners per 100,000 US residents",360,W2,2023
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_pjim00,A,inmates confined at midyear (30 June),605943,W2,1999
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_pjim00,A,inmates confined at midyear (30 June),621149,W2,2000
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),631240,W2,2001
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),665475,W2,2002
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),691301,W2,2003
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),713990,W2,2004
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),747529,W2,2005
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),765819,W2,2006
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),780174,W2,2007
US,bjs_jail_population,SERIES PEAK.,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),785556,W2,2008
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_jim09,A,inmates confined at midyear (30 June),767620,W2,2009
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),748700,W2,2010
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),735600,W2,2011
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),744500,W2,2012
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),731200,W2,2013
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),744600,W2,2014
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),727400,W2,2015
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),740700,W2,2016
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),745200,W2,2017
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),738400,W2,2018
US,bjs_jail_population,"From the Census of Jails, a full enumeration — every other year in this series is a sample-based estimate from the Annual Survey of Jails.",Bureau of Justice Statistics,inc_bjs_ji19,A,inmates confined at midyear (30 June),734500,W2,2019
US,bjs_jail_population,SERIES TROUGH — a 25% single-year fall BJS attributes mainly to the pandemic.,Bureau of Justice Statistics,inc_bjs_ji23st,A,inmates confined at midyear (30 June),549100,W2,2020
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji23st,A,inmates confined at midyear (30 June),636300,W2,2021
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji23st,A,inmates confined at midyear (30 June),663100,W2,2022
US,bjs_jail_population,,Bureau of Justice Statistics,inc_bjs_ji23st,A,inmates confined at midyear (30 June),664200,W2,2023
US,bjs_jail_population,PRELIMINARY. May be revised when the final statistical tables appear.,Bureau of Justice Statistics,inc_bjs_pdrj24,B,inmates confined at midyear (30 June),657500,W2,2024
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),453200,W2,2013
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),467500,W2,2014
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),454400,W2,2015
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),482100,W2,2016
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),482000,W2,2017
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),490000,W2,2018
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),480700,W2,2019
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),380700,W2,2020
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),451400,W2,2021
US,bjs_jail_unconvicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),466100,W2,2022
US,bjs_jail_unconvicted,"70% of the jail population — and 3% ABOVE 2013, while the convicted population fell 29% over the same years.",Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates not convicted (held pretrial),467600,W2,2023
US,bjs_jail_unconvicted,69% of the jail population.,Bureau of Justice Statistics,inc_bjs_pdrj24,B,jail inmates not convicted (held pretrial),450600,W2,2024
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,278000,W2,2013
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,277100,W2,2014
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,273000,W2,2015
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,258500,W2,2016
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,263200,W2,2017
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,248500,W2,2018
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,253700,W2,2019
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,168400,W2,2020
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,185000,W2,2021
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,197000,W2,2022
US,bjs_jail_convicted,29% below 2013. Almost the entire decade-long jail decline is here.,Bureau of Justice Statistics,inc_bjs_ji23st,A,jail inmates convicted,196600,W2,2023
US,bjs_jail_convicted,,Bureau of Justice Statistics,inc_bjs_pdrj24,B,jail inmates convicted,206900,W2,2024
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6467900,W2,2000
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6585000,W2,2001
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6731100,W2,2002
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6887000,W2,2003
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6997200,W2,2004
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7055800,W2,2005
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7199800,W2,2006
US,bjs_correctional_population,SERIES PEAK — one adult in every 31 was under some form of correctional control.,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7339900,W2,2007
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7314400,W2,2008
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7237100,W2,2009
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",7088500,W2,2010
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6990400,W2,2011
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus13,A,"persons under correctional supervision (prison, jail, probation, parole)",6940500,W2,2012
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6899700,W2,2013
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6856900,W2,2014
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6740300,W2,2015
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6616200,W2,2016
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6549700,W2,2017
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6409200,W2,2018
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",6343200,W2,2019
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",5506400,W2,2020
US,bjs_correctional_population,,Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",5442300,W2,2021
US,bjs_correctional_population,"BJS states 2022 is NOT comparable to earlier years for the total, community supervision or probation.",Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",5480600,W2,2022
US,bjs_correctional_population,"Also not comparable to pre-2022 years. The probation survey added 285 agencies supervising misdemeanour probation only, roughly 120,000 people — most of the apparent 2022→2023 rise is that universe expansion, not growth.",Bureau of Justice Statistics,inc_bjs_cpus23,A,"persons under correctional supervision (prison, jail, probation, parole)",5530300,W2,2023
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,17200,W2,2013
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,16400,W2,2014
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,13700,W2,2015
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,16500,W2,2016
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,13300,W2,2017
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,14900,W2,2018
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,17300,W2,2019
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,9300,W2,2020
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,7400,W2,2021
US,ice_detainees_in_local_jails,,Bureau of Justice Statistics,inc_bjs_ji23st,A,ICE detainees held in local jails at midyear,6900,W2,2022
